name,id,rating,price,stock,image,details,genre
Seven Brief Lessons on Physics,360,4,30.6,5,http://books.toscrape.com/../media/cache/c8/63/c863c222c130a1bc8685a1242dd2523d.jpg,http://books.toscrape.com/catalogue/../seven-brief-lessons-on-physics_219/index.html,Science
The Selfish Gene,361,1,29.45,5,http://books.toscrape.com/../media/cache/08/14/0814f26516fb72b7391d0a742b5928a2.jpg,http://books.toscrape.com/catalogue/../the-selfish-gene_81/index.html,Science
A Light in the Attic,362,3,51.77,5,http://books.toscrape.com/../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg,http://books.toscrape.com/catalogue/../a-light-in-the-attic_1000/index.html,Poetry
The Black Maria,363,1,52.15,5,http://books.toscrape.com/../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg,http://books.toscrape.com/catalogue/../the-black-maria_991/index.html,Poetry
Shakespeare's Sonnets,364,4,20.66,5,http://books.toscrape.com/../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg,http://books.toscrape.com/catalogue/../shakespeares-sonnets_989/index.html,Poetry
Olio,365,1,23.88,5,http://books.toscrape.com/../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg,http://books.toscrape.com/catalogue/../olio_984/index.html,Poetry
You can't bury them all: Poems,366,2,33.63,5,http://books.toscrape.com/../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg,http://books.toscrape.com/catalogue/../you-cant-bury-them-all-poems_961/index.html,Poetry
Slow States of Collapse: Poems,367,3,57.31,5,http://books.toscrape.com/../media/cache/72/41/72417db983862010ef0c1a25de98c7d7.jpg,http://books.toscrape.com/catalogue/../slow-states-of-collapse-poems_960/index.html,Poetry
Untitled Collection: Sabbath Poems 2014,368,4,14.27,5,http://books.toscrape.com/../media/cache/f9/3b/f93b4a650f03a5d21f2436d7813f42c2.jpg,http://books.toscrape.com/catalogue/../untitled-collection-sabbath-poems-2014_953/index.html,Poetry
Poems That Make Grown Women Cry,369,4,14.19,5,http://books.toscrape.com/../media/cache/38/64/386468a8c3e6b880664bf7885bf6f726.jpg,http://books.toscrape.com/catalogue/../poems-that-make-grown-women-cry_824/index.html,Poetry
Night Sky with Exit Wounds,370,1,41.05,5,http://books.toscrape.com/../media/cache/25/54/2554431c797ec725eea50b3f8a83758c.jpg,http://books.toscrape.com/catalogue/../night-sky-with-exit-wounds_822/index.html,Poetry
salt.,371,4,46.78,5,http://books.toscrape.com/../media/cache/3f/41/3f4160ada0b16e3c64cd2d0dffe781c8.jpg,http://books.toscrape.com/catalogue/../salt_731/index.html,Poetry
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",372,5,50.89,5,http://books.toscrape.com/../media/cache/c8/f2/c8f297fab080ddd02b3ed5c17b83af85.jpg,http://books.toscrape.com/catalogue/../quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,Poetry
Out of Print: City Lights Spotlight No. 14,373,5,53.64,5,http://books.toscrape.com/../media/cache/93/d5/93d5c64abfad9ed6a0cb2e26f19f1a1e.jpg,http://books.toscrape.com/catalogue/../out-of-print-city-lights-spotlight-no-14_536/index.html,Poetry
Les Fleurs du Mal,374,5,29.04,5,http://books.toscrape.com/../media/cache/36/5b/365b3ab7ab72a6258873716aef6d5c1a.jpg,http://books.toscrape.com/catalogue/../les-fleurs-du-mal_530/index.html,Poetry
Howl and Other Poems,375,2,40.45,5,http://books.toscrape.com/../media/cache/b7/29/b7293f602efb0c17e305077f8175888a.jpg,http://books.toscrape.com/catalogue/../howl-and-other-poems_522/index.html,Poetry
Leave This Song Behind: Teen Poetry at Its Best,376,5,51.17,5,http://books.toscrape.com/../media/cache/31/c7/31c7c5ce7b04d227aa36ecb250b9dad5.jpg,http://books.toscrape.com/catalogue/../leave-this-song-behind-teen-poetry-at-its-best_474/index.html,Poetry
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),377,5,15.42,5,http://books.toscrape.com/../media/cache/7e/93/7e934132cd03486649fb492fe702f704.jpg,http://books.toscrape.com/catalogue/../the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,Poetry
The Crossover,378,4,38.77,5,http://books.toscrape.com/../media/cache/9f/35/9f351ca1978128c60a3b7f85987075b3.jpg,http://books.toscrape.com/catalogue/../the-crossover_398/index.html,Poetry
Booked,379,5,17.49,5,http://books.toscrape.com/../media/cache/8f/46/8f46bb13feb3a4440a27dfcf688fbaa6.jpg,http://books.toscrape.com/catalogue/../booked_365/index.html,Poetry
Twenty Love Poems and a Song of Despair,380,4,30.95,5,http://books.toscrape.com/../media/cache/df/ab/dfab1d94f9190df7c13b63a093a6d16e.jpg,http://books.toscrape.com/catalogue/../twenty-love-poems-and-a-song-of-despair_91/index.html,Poetry
"Vampire Knight, Vol. 1 (Vampire Knight #1)",381,1,15.4,5,http://books.toscrape.com/../media/cache/4b/97/4b972f89c11900ac0e84726d1f07bfcc.jpg,http://books.toscrape.com/catalogue/../vampire-knight-vol-1-vampire-knight-1_93/index.html,Paranormal
Wall and Piece,382,4,44.18,5,http://books.toscrape.com/../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg,http://books.toscrape.com/catalogue/../wall-and-piece_971/index.html,Art
Feathers: Displays of Brilliant Plumage,383,3,49.05,5,http://books.toscrape.com/../media/cache/f2/ee/f2ee668cf593ff13a9560c2801e9c2a2.jpg,http://books.toscrape.com/catalogue/../feathers-displays-of-brilliant-plumage_695/index.html,Art
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,384,4,48.63,5,http://books.toscrape.com/../media/cache/ef/80/ef80e6100214c486562a73ce76444826.jpg,http://books.toscrape.com/catalogue/../art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,Art
The New Drawing on the Right Side of the Brain,385,3,43.02,5,http://books.toscrape.com/../media/cache/6a/55/6a55ccd4bc2383f5fe915fbef8bd5a23.jpg,http://books.toscrape.com/catalogue/../the-new-drawing-on-the-right-side-of-the-brain_550/index.html,Art
History of Beauty,386,4,10.29,5,http://books.toscrape.com/../media/cache/58/a6/58a634c3231b5380544cc330536cb5ea.jpg,http://books.toscrape.com/catalogue/../history-of-beauty_521/index.html,Art
The Story of Art,387,4,41.14,5,http://books.toscrape.com/../media/cache/bb/36/bb364a10868756d1c0877c928b43b533.jpg,http://books.toscrape.com/catalogue/../the-story-of-art_500/index.html,Art
The Art Book,388,2,32.34,5,http://books.toscrape.com/../media/cache/99/51/99511f4da1a4a2114e2ed12e6ba17b65.jpg,http://books.toscrape.com/catalogue/../the-art-book_490/index.html,Art
Ways of Seeing,389,5,39.51,5,http://books.toscrape.com/../media/cache/a8/3a/a83a4d31d30dc3cb26a29899a5c3b91d.jpg,http://books.toscrape.com/catalogue/../ways-of-seeing_94/index.html,Art
The Lucifer Effect: Understanding How Good People Turn Evil,390,1,10.4,5,http://books.toscrape.com/../media/cache/a6/c8/a6c8256b123493472591c5855c7de704.jpg,http://books.toscrape.com/catalogue/../the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,Psychology
The Golden Condom: And Other Essays on Love Lost and Found,391,1,39.43,5,http://books.toscrape.com/../media/cache/dc/4d/dc4d070e33813a07a4e02f069e6d482f.jpg,http://books.toscrape.com/catalogue/../the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,Psychology
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,392,3,56.27,5,http://books.toscrape.com/../media/cache/ee/a9/eea9e831f8964b4dc0190c84a1f9a1f6.jpg,http://books.toscrape.com/catalogue/../it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,Psychology
An Unquiet Mind: A Memoir of Moods and Madness,393,3,21.3,5,http://books.toscrape.com/../media/cache/00/29/002924b764dc367dcaa3486fa4c0aa0b.jpg,http://books.toscrape.com/catalogue/../an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,Psychology
"Thinking, Fast and Slow",394,1,21.14,5,http://books.toscrape.com/../media/cache/b4/a5/b4a56663d56f1e84ee1b15bd819563cc.jpg,http://books.toscrape.com/catalogue/../thinking-fast-and-slow_289/index.html,Psychology
Civilization and Its Discontents,395,2,59.95,5,http://books.toscrape.com/../media/cache/4d/a6/4da6939a6bbd895a5acdeabad46d1f9f.jpg,http://books.toscrape.com/catalogue/../civilization-and-its-discontents_140/index.html,Psychology
8 Keys to Mental Health Through Exercise,396,1,31.04,5,http://books.toscrape.com/../media/cache/b8/44/b844a77409f1d53cbb66148820abc217.jpg,http://books.toscrape.com/catalogue/../8-keys-to-mental-health-through-exercise_114/index.html,Psychology
The Argonauts,397,2,10.93,5,http://books.toscrape.com/../media/cache/0a/15/0a1567cd04a6582d333db71337b4e2a6.jpg,http://books.toscrape.com/catalogue/../the-argonauts_837/index.html,Autobiography
M Train,398,1,27.18,5,http://books.toscrape.com/../media/cache/d6/e8/d6e8258cee98f80727e99f7ac5aa1b88.jpg,http://books.toscrape.com/catalogue/../m-train_598/index.html,Autobiography
Lab Girl,399,1,40.85,5,http://books.toscrape.com/../media/cache/e9/72/e972f8b4abaaa6f8f449479cd9d87be3.jpg,http://books.toscrape.com/catalogue/../lab-girl_595/index.html,Autobiography
Approval Junkie: Adventures in Caring Too Much,400,5,58.81,5,http://books.toscrape.com/../media/cache/17/aa/17aacb738eace89a635a4eb47a94c11d.jpg,http://books.toscrape.com/catalogue/../approval-junkie-adventures-in-caring-too-much_363/index.html,Autobiography
Running with Scissors,401,4,12.91,5,http://books.toscrape.com/../media/cache/66/c7/66c7a1537c8901e1e4ec217d1956bae8.jpg,http://books.toscrape.com/catalogue/../running-with-scissors_215/index.html,Autobiography
Me Talk Pretty One Day,402,2,57.6,5,http://books.toscrape.com/../media/cache/98/9f/989fe700e9e6bdec4fc3217daa5b7df3.jpg,http://books.toscrape.com/catalogue/../me-talk-pretty-one-day_193/index.html,Autobiography
Lust & Wonder,403,2,11.87,5,http://books.toscrape.com/../media/cache/61/ba/61ba5bc1ee3d8cb3dd350120ffa3f31e.jpg,http://books.toscrape.com/catalogue/../lust-wonder_191/index.html,Autobiography
Life Without a Recipe,404,5,59.04,5,http://books.toscrape.com/../media/cache/80/b3/80b3e38be4204b3b64cdbe8c80dcf1f9.jpg,http://books.toscrape.com/catalogue/../life-without-a-recipe_188/index.html,Autobiography
A Heartbreaking Work of Staggering Genius,405,5,54.29,5,http://books.toscrape.com/../media/cache/7a/58/7a587c5814f33c0c54e8bfa0ef66d690.jpg,http://books.toscrape.com/catalogue/../a-heartbreaking-work-of-staggering-genius_115/index.html,Autobiography
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,406,2,37.35,5,http://books.toscrape.com/../media/cache/7d/0b/7d0bb832760e81c281d8d283ba6a2b09.jpg,http://books.toscrape.com/catalogue/../catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,Parenting
Fifty Shades Freed (Fifty Shades #3),407,5,15.36,5,http://books.toscrape.com/../media/cache/18/d8/18d8e02c75c2ef23556c9746fae57e43.jpg,http://books.toscrape.com/catalogue/../fifty-shades-freed-fifty-shades-3_156/index.html,Adult Fiction
The Long Haul (Diary of a Wimpy Kid #9),408,1,44.07,5,http://books.toscrape.com/../media/cache/46/bd/46bdee520b8136972262fd040533772d.jpg,http://books.toscrape.com/catalogue/../the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,Humor
Old School (Diary of a Wimpy Kid #10),409,5,11.83,5,http://books.toscrape.com/../media/cache/df/5d/df5d172abe87deda6d533e3e908d27d8.jpg,http://books.toscrape.com/catalogue/../old-school-diary-of-a-wimpy-kid-10_723/index.html,Humor
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,410,4,25.98,5,http://books.toscrape.com/../media/cache/ea/7b/ea7bcac4b27a5bf6d4f8125bb7af3361.jpg,http://books.toscrape.com/catalogue/../i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,Humor
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",411,5,14.75,5,http://books.toscrape.com/../media/cache/b5/a9/b5a90d1c36a96513942f006345ace3d2.jpg,http://books.toscrape.com/catalogue/../hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,Humor
Dress Your Family in Corduroy and Denim,412,3,43.68,5,http://books.toscrape.com/../media/cache/df/14/df1418baa09e00b877be35066084c9dc.jpg,http://books.toscrape.com/catalogue/../dress-your-family-in-corduroy-and-denim_562/index.html,Humor
Toddlers Are A**holes: It's Not Your Fault,413,1,25.55,5,http://books.toscrape.com/../media/cache/4c/30/4c3041def6f29659e009f61e45e492b0.jpg,http://books.toscrape.com/catalogue/../toddlers-are-aholes-its-not-your-fault_503/index.html,Humor
When You Are Engulfed in Flames,414,5,30.89,5,http://books.toscrape.com/../media/cache/73/36/733662595aede2dff1a5be1e76a3b936.jpg,http://books.toscrape.com/catalogue/../when-you-are-engulfed-in-flames_303/index.html,Humor
Naked,415,3,31.69,5,http://books.toscrape.com/../media/cache/e7/12/e71268a559d73826aa64151d47357a12.jpg,http://books.toscrape.com/catalogue/../naked_197/index.html,Humor
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",416,5,55.5,5,http://books.toscrape.com/../media/cache/a1/03/a10370da29e4ba78c7a75a14041eae0e.jpg,http://books.toscrape.com/catalogue/../lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,Humor
Holidays on Ice,417,2,51.07,5,http://books.toscrape.com/../media/cache/4b/9a/4b9a2a6d4c995e12fe216f6173a582be.jpg,http://books.toscrape.com/catalogue/../holidays-on-ice_167/index.html,Humor
Security,418,2,39.25,5,http://books.toscrape.com/../media/cache/da/df/dadfac66a89774b46b10225362724c83.jpg,http://books.toscrape.com/catalogue/../security_925/index.html,Horror
Follow You Home,419,1,21.36,5,http://books.toscrape.com/../media/cache/a7/4b/a74b35375ce874153fd352e33bc7bac9.jpg,http://books.toscrape.com/catalogue/../follow-you-home_809/index.html,Horror
The Loney,420,1,23.4,5,http://books.toscrape.com/../media/cache/6d/10/6d10387a0175701d4ff456a0c7eee67b.jpg,http://books.toscrape.com/catalogue/../the-loney_756/index.html,Horror
Pet Sematary,421,3,10.56,5,http://books.toscrape.com/../media/cache/7a/72/7a72465b21dbf998323e37b31f9a3f4a.jpg,http://books.toscrape.com/catalogue/../pet-sematary_726/index.html,Horror
Doctor Sleep (The Shining #2),422,2,40.12,5,http://books.toscrape.com/../media/cache/55/bf/55bfc858c1cb19867e41415532ae43c6.jpg,http://books.toscrape.com/catalogue/../doctor-sleep-the-shining-2_686/index.html,Horror
Psycho: Sanitarium (Psycho #1.5),423,5,36.97,5,http://books.toscrape.com/../media/cache/02/5c/025c30a378e2a4190e84f1429e81b803.jpg,http://books.toscrape.com/catalogue/../psycho-sanitarium-psycho-15_628/index.html,Horror
Can You Keep a Secret? (Fear Street Relaunch #4),424,1,48.64,5,http://books.toscrape.com/../media/cache/0b/2f/0b2f432cc27132f688fcdf29618521e0.jpg,http://books.toscrape.com/catalogue/../can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,Horror
Red Dragon (Hannibal Lecter #1),425,3,23.37,5,http://books.toscrape.com/../media/cache/30/66/3066f8bcd2e2ed6b45084355ff084a61.jpg,http://books.toscrape.com/catalogue/../red-dragon-hannibal-lecter-1_390/index.html,Horror
Dracula the Un-Dead,426,5,35.63,5,http://books.toscrape.com/../media/cache/13/ff/13fffcde653948339d3427184b7bd0b5.jpg,http://books.toscrape.com/catalogue/../dracula-the-un-dead_370/index.html,Horror
Night Shift (Night Shift #1-20),427,4,12.75,5,http://books.toscrape.com/../media/cache/c0/02/c0029d48c2588e6d2a6a31c9f96088ba.jpg,http://books.toscrape.com/catalogue/../night-shift-night-shift-1-20_335/index.html,Horror
Needful Things,428,4,47.51,5,http://books.toscrape.com/../media/cache/2d/e0/2de0eff716ca13d12cf5420e88e1a8b3.jpg,http://books.toscrape.com/catalogue/../needful-things_334/index.html,Horror
Misery,429,2,34.79,5,http://books.toscrape.com/../media/cache/7c/93/7c9302e392e128881e926d19f761da33.jpg,http://books.toscrape.com/catalogue/../misery_332/index.html,Horror
It,430,3,25.01,5,http://books.toscrape.com/../media/cache/f7/b7/f7b73392b12909a1e8261ef3f96c5fd1.jpg,http://books.toscrape.com/catalogue/../it_330/index.html,Horror
'Salem's Lot,431,4,49.56,5,http://books.toscrape.com/../media/cache/ee/d3/eed3afc5e444e3da5eec34e2b0036ec7.jpg,http://books.toscrape.com/catalogue/../salems-lot_309/index.html,Horror
The Stand,432,2,57.86,5,http://books.toscrape.com/../media/cache/3a/7c/3a7c2393061031e7911d7b533b723391.jpg,http://books.toscrape.com/catalogue/../the-stand_282/index.html,Horror
The Girl with All the Gifts,433,3,49.47,5,http://books.toscrape.com/../media/cache/41/c7/41c74d82b853606fe98182c417b4669c.jpg,http://books.toscrape.com/catalogue/../the-girl-with-all-the-gifts_250/index.html,Horror
House of Leaves,434,1,54.89,5,http://books.toscrape.com/../media/cache/14/25/142563ccee483bc07632f9c083a68326.jpg,http://books.toscrape.com/catalogue/../house-of-leaves_169/index.html,Horror
Sapiens: A Brief History of Humankind,435,5,54.23,5,http://books.toscrape.com/../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg,http://books.toscrape.com/catalogue/../sapiens-a-brief-history-of-humankind_996/index.html,History
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",436,1,25.52,5,http://books.toscrape.com/../media/cache/4a/3b/4a3b055f9e378a95fedbef55e7bab7ce.jpg,http://books.toscrape.com/catalogue/../unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,History
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,437,1,19.73,5,http://books.toscrape.com/../media/cache/2d/4e/2d4e358712e6c9f1d3bdd78d1a16e5a8.jpg,http://books.toscrape.com/catalogue/../the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,History
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",438,2,36.28,5,http://books.toscrape.com/../media/cache/64/44/6444dacdcb9edaadbbd691524622aeb8.jpg,http://books.toscrape.com/catalogue/../political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,History
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,439,1,59.64,5,http://books.toscrape.com/../media/cache/97/47/974709d437b08e74649b5744471bf472.jpg,http://books.toscrape.com/catalogue/../thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,History
Zealot: The Life and Times of Jesus of Nazareth,440,3,24.7,5,http://books.toscrape.com/../media/cache/3d/60/3d6003fc37b842a07c2dbe28e47448e1.jpg,http://books.toscrape.com/catalogue/../zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,History
A Distant Mirror: The Calamitous 14th Century,441,3,14.58,5,http://books.toscrape.com/../media/cache/41/d5/41d5fa6a81cdbcbe6b0b15757a4c9144.jpg,http://books.toscrape.com/catalogue/../a-distant-mirror-the-calamitous-14th-century_652/index.html,History
1491: New Revelations of the Americas Before Columbus,442,3,21.8,5,http://books.toscrape.com/../media/cache/88/75/8875f384ce9103281b7f6e86a2b8204d.jpg,http://books.toscrape.com/catalogue/../1491-new-revelations-of-the-americas-before-columbus_650/index.html,History
Brilliant Beacons: A History of the American Lighthouse,443,3,11.45,5,http://books.toscrape.com/../media/cache/56/cb/56cb66d73fb438d64af14dce8bd8b22b.jpg,http://books.toscrape.com/catalogue/../brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,History
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",444,5,44.48,5,http://books.toscrape.com/../media/cache/11/af/11af7fbd6aec06a75fe207fae92b17e0.jpg,http://books.toscrape.com/catalogue/../most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,History
A Short History of Nearly Everything,445,5,52.4,5,http://books.toscrape.com/../media/cache/3c/f6/3cf646523ff7fb8647c500d6325cfcaf.jpg,http://books.toscrape.com/catalogue/../a-short-history-of-nearly-everything_457/index.html,History
The Rise and Fall of the Third Reich: A History of Nazi Germany,446,2,39.67,5,http://books.toscrape.com/../media/cache/e1/02/e102cefae5bb523bc67eb6b49bc18b5d.jpg,http://books.toscrape.com/catalogue/../the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,History
Catherine the Great: Portrait of a Woman,447,4,58.55,5,http://books.toscrape.com/../media/cache/72/f1/72f13b8f069d3a018d2c378be5a1de20.jpg,http://books.toscrape.com/catalogue/../catherine-the-great-portrait-of-a-woman_424/index.html,History
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,448,5,42.91,5,http://books.toscrape.com/../media/cache/f2/64/f26457d65a03b2636c4bcc7c318f7346.jpg,http://books.toscrape.com/catalogue/../the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,History
The Hiding Place,449,4,55.91,5,http://books.toscrape.com/../media/cache/cf/18/cf187c1dc5575fcbbf49c58024146c4b.jpg,http://books.toscrape.com/catalogue/../the-hiding-place_406/index.html,History
America's War for the Greater Middle East: A Military History,450,2,51.22,5,http://books.toscrape.com/../media/cache/eb/17/eb178eceef1e9290591cabd5155571a3.jpg,http://books.toscrape.com/catalogue/../americas-war-for-the-greater-middle-east-a-military-history_361/index.html,History
The Guns of August,451,2,14.54,5,http://books.toscrape.com/../media/cache/06/c8/06c897070611b78b80a37333cbb7851c.jpg,http://books.toscrape.com/catalogue/../the-guns-of-august_254/index.html,History
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",452,2,43.7,5,http://books.toscrape.com/../media/cache/43/fd/43fda1db93163d67705264dcfa98aaa5.jpg,http://books.toscrape.com/catalogue/../house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,History
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",453,3,30.52,5,http://books.toscrape.com/../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg,http://books.toscrape.com/catalogue/../foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,Food and Drink
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",454,1,56.41,5,http://books.toscrape.com/../media/cache/b7/f4/b7f4843dbe062d44be1ffcfa16b2faa4.jpg,http://books.toscrape.com/catalogue/../the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,Food and Drink
My Paris Kitchen: Recipes and Stories,455,2,33.37,5,http://books.toscrape.com/../media/cache/f5/65/f565af3d9dd20a1ad72a1e7c4157387d.jpg,http://books.toscrape.com/catalogue/../my-paris-kitchen-recipes-and-stories_910/index.html,Food and Drink
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",456,4,14.02,5,http://books.toscrape.com/../media/cache/10/c6/10c61093002db1fec4089d8076678624.jpg,http://books.toscrape.com/catalogue/../mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,Food and Drink
"Layered: Baking, Building, and Styling Spectacular Cakes",457,1,40.11,5,http://books.toscrape.com/../media/cache/98/d1/98d1c979c4bac9e147a6718946578b0f.jpg,http://books.toscrape.com/catalogue/../layered-baking-building-and-styling-spectacular-cakes_904/index.html,Food and Drink
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,458,5,37.34,5,http://books.toscrape.com/../media/cache/61/bd/61bdfe3950643c47d70c37c4123530f3.jpg,http://books.toscrape.com/catalogue/../the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,Food and Drink
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,459,2,37.6,5,http://books.toscrape.com/../media/cache/0d/1f/0d1f3f934460f5a50aaa8c366641234c.jpg,http://books.toscrape.com/catalogue/../the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,Food and Drink
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,460,1,41.25,5,http://books.toscrape.com/../media/cache/54/89/54899b4584e941ceced511d81092c88a.jpg,http://books.toscrape.com/catalogue/../the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,Food and Drink
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",461,3,42.16,5,http://books.toscrape.com/../media/cache/20/f2/20f28657b49f8cb24ed2ec6448bb6df3.jpg,http://books.toscrape.com/catalogue/../deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,Food and Drink
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,462,3,28.77,5,http://books.toscrape.com/../media/cache/c4/dc/c4dcec6f513eaca3f0f3c748d834c46d.jpg,http://books.toscrape.com/catalogue/../the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,Food and Drink
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",463,1,19.55,5,http://books.toscrape.com/../media/cache/fe/67/fe67c381d6a0c4c00a7c191d16939554.jpg,http://books.toscrape.com/catalogue/../its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,Food and Drink
Barefoot Contessa Back to Basics,464,1,28.01,5,http://books.toscrape.com/../media/cache/b8/38/b838b65e0e1ac3a9b498dfb1bf004420.jpg,http://books.toscrape.com/catalogue/../barefoot-contessa-back-to-basics_667/index.html,Food and Drink
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,465,5,50.62,5,http://books.toscrape.com/../media/cache/74/aa/74aa29b1ba4147eaf5b46671bf235861.jpg,http://books.toscrape.com/catalogue/../barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,Food and Drink
My Kitchen Year: 136 Recipes That Saved My Life,466,2,11.53,5,http://books.toscrape.com/../media/cache/76/a1/76a1516c8d9c3e620626f30840013a85.jpg,http://books.toscrape.com/catalogue/../my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,Food and Drink
Everyday Italian: 125 Simple and Delicious Recipes,467,5,20.1,5,http://books.toscrape.com/../media/cache/5a/64/5a6499d41ccaad4c4f7eeaa90e16345a.jpg,http://books.toscrape.com/catalogue/../everyday-italian-125-simple-and-delicious-recipes_618/index.html,Food and Drink
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",468,1,38.77,5,http://books.toscrape.com/../media/cache/98/19/9819ff3a8290dc6ab8797d00de5ec554.jpg,http://books.toscrape.com/catalogue/../a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,Food and Drink
